note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
0,7.11136,7.570449999999999,0.0,0.5,D4,62,0.5,0,0.0
1,7.570449999999999,8.029539999999999,0.5,1.0,E4,64,0.5,0,0.5
2,8.029539999999999,8.87955,1.0,2.0,D4,62,1.0,0,1.0
3,8.92046,9.2,2.0,3.0,B4,71,1.0,0,2.0
4,9.85,10.3295,3.0,3.5,B4,71,0.5,1,0.0
5,10.3295,10.7091,3.5,4.0,A4,69,0.5,1,0.5
6,10.7091,10.8705,4.0,4.0,G4,67,0.0,1,1.0
8,10.8705,11.1295,4.0,4.5,G4,67,0.5,1,1.0
9,11.1705,11.6091,4.5,5.0,E4,64,0.5,1,1.5
10,11.6091,12.6295,5.0,6.0,D4,62,1.0,1,2.0
11,12.6295,13.0795,6.0,6.5,G4,67,0.5,2,0.0
12,13.0795,13.5409,6.5,7.0,A4,69,0.5,2,0.5
13,13.5409,14.4591,7.0,8.0,B4,71,1.0,2,1.0
14,14.4591,15.0,8.0,8.5,D5,74,0.5,2,2.0
15,15.0,15.1909,8.5,8.75,G4,67,0.25,2,2.5
16,15.1909,15.4091,8.75,9.0,A4,69,0.25,2,2.75
17,15.4091,15.9795,9.0,9.5,B4,71,0.5,3,0.0
18,15.789366666666668,15.9795,9.5,9.75,B4,71,0.25,3,0.5
19,15.9795,16.640900000000002,9.75,10.0,A4,69,0.25,3,0.75
20,16.640900000000002,17.8409,10.0,12.0,A4,69,2.0,3,1.0
21,17.9295,19.209100000000003,12.0,12.5,D5,74,0.5,4,0.0
22,18.356033333333333,18.78256666666667,12.5,13.0,D5,74,0.5,4,0.5
23,18.78256666666667,19.209100000000007,13.0,13.5,D5,74,0.5,4,1.0
24,19.209100000000003,19.6,13.5,13.75,B4,71,0.25,4,1.5
25,19.40455,19.6,13.75,14.0,D5,74,0.25,4,1.75
26,19.6,20.5205,14.0,15.0,B4,71,1.0,4,2.0
27,20.5205,20.8909,15.0,15.5,B4,71,0.5,5,0.0
28,20.950000000000003,21.0909,15.5,15.75,A4,69,0.25,5,0.5
29,21.0909,21.320500000000003,15.75,16.0,B4,71,0.25,5,0.75
30,21.320500000000003,21.709100000000003,16.0,16.5,A4,69,0.5,5,1.0
31,21.7295,22.1705,16.5,17.0,G4,67,0.5,5,1.5
32,22.1705,23.1795,17.0,18.0,E4,64,1.0,5,2.0
33,23.1795,23.6591,18.0,18.5,D4,62,0.5,6,0.0
34,23.6591,24.1295,18.5,19.0,E4,64,0.5,6,0.5
