Onset,Offset,MIDI number,Pitch name,Duration,Staff,Measure,Beat in Measure
0.0,0.5,62,D4,0.5,0,0,0.0
0.5,1.0,64,E4,0.5,0,0,0.5
1.0,2.0,62,D4,1.0,0,0,1.0
2.0,3.0,71,B4,1.0,0,0,2.0
3.0,3.5,71,B4,0.5,0,1,0.0
3.5,4.0,69,A4,0.5,0,1,0.5
4.0,4.5,67,G4,0.5,0,1,1.0
4.5,5.0,64,E4,0.5,0,1,1.5
5.0,6.0,62,D4,1.0,0,1,2.0
6.0,6.5,67,G4,0.5,0,2,0.0
6.5,7.0,69,A4,0.5,0,2,0.5
7.0,8.0,71,B4,1.0,0,2,1.0
8.0,8.5,74,D5,0.5,0,2,2.0
8.5,8.75,67,G4,0.25,0,2,2.5
8.75,9.0,69,A4,0.25,0,2,2.75
9.0,9.5,71,B4,0.5,0,3,0.0
9.5,9.75,71,B4,0.25,0,3,0.5
9.75,10.0,69,A4,0.25,0,3,0.75
10.0,12.0,69,A4,2.0,0,3,1.0
12.0,12.5,74,D5,0.5,0,4,0.0
12.5,13.0,74,D5,0.5,0,4,0.5
13.0,13.5,74,D5,0.5,0,4,1.0
13.5,13.75,71,B4,0.25,0,4,1.5
13.75,14.0,74,D5,0.25,0,4,1.75
14.0,15.0,71,B4,1.0,0,4,2.0
15.0,15.5,71,B4,0.5,0,5,0.0
15.5,15.75,69,A4,0.25,0,5,0.5
15.75,16.0,71,B4,0.25,0,5,0.75
16.0,16.5,69,A4,0.5,0,5,1.0
16.5,17.0,67,G4,0.5,0,5,1.5
17.0,18.0,64,E4,1.0,0,5,2.0
18.0,18.5,62,D4,0.5,0,6,0.0
18.5,19.0,64,E4,0.5,0,6,0.5
19.0,20.0,62,D4,1.0,0,6,1.0
20.0,21.0,71,B4,1.0,0,6,2.0
21.0,21.5,71,B4,0.5,0,7,0.0
21.5,22.0,69,A4,0.5,0,7,0.5
22.0,24.0,67,G4,2.0,0,7,1.0
24.0,24.5,74,D5,0.5,0,8,0.0
24.5,25.0,76,E5,0.5,0,8,0.5
25.0,26.0,74,D5,1.0,0,8,1.0
26.0,27.0,83,B5,1.0,0,8,2.0
27.0,27.5,83,B5,0.5,0,9,0.0
27.5,28.0,81,A5,0.5,0,9,0.5
28.0,28.5,79,G5,0.5,0,9,1.0
28.5,29.0,76,E5,0.5,0,9,1.5
29.0,30.0,74,D5,1.0,0,9,2.0
30.0,30.5,79,G5,0.5,0,10,0.0
30.5,31.0,81,A5,0.5,0,10,0.5
31.0,32.0,83,B5,1.0,0,10,1.0
32.0,32.5,86,D6,0.5,0,10,2.0
32.5,32.75,79,G5,0.25,0,10,2.5
32.75,33.0,81,A5,0.25,0,10,2.75
33.0,33.5,83,B5,0.5,0,11,0.0
33.5,33.75,83,B5,0.25,0,11,0.5
33.75,34.0,81,A5,0.25,0,11,0.75
34.0,36.0,81,A5,2.0,0,11,1.0
36.0,36.5,86,D6,0.5,0,12,0.0
36.5,37.0,86,D6,0.5,0,12,0.5
37.0,37.5,86,D6,0.5,0,12,1.0
37.5,37.75,83,B5,0.25,0,12,1.5
37.75,38.0,86,D6,0.25,0,12,1.75
38.0,39.0,83,B5,1.0,0,12,2.0
39.0,39.5,83,B5,0.5,0,13,0.0
39.5,39.75,81,A5,0.25,0,13,0.5
39.75,40.0,83,B5,0.25,0,13,0.75
40.0,40.5,81,A5,0.5,0,13,1.0
40.5,41.0,79,G5,0.5,0,13,1.5
41.0,42.0,76,E5,1.0,0,13,2.0
42.0,42.5,74,D5,0.5,0,14,0.0
42.5,43.0,76,E5,0.5,0,14,0.5
43.0,44.0,74,D5,1.0,0,14,1.0
44.0,45.0,83,B5,1.0,0,14,2.0
45.0,45.5,83,B5,0.5,0,15,0.0
45.5,46.0,81,A5,0.5,0,15,0.5
46.0,48.0,79,G5,2.0,0,15,1.0
49.333,49.667,64,E4,0.333,0,16,1.333
49.667,50.0,67,G4,0.333,0,16,1.667
50.0,50.333,72,C5,0.333,0,16,2.0
50.333,50.667,76,E5,0.333,0,16,2.333
50.667,51.0,81,A5,0.333,0,16,2.667
51.0,52.667,79,G5,1.667,0,17,0.0
52.667,53.0,74,D5,0.333,0,17,1.667
53.0,53.333,76,E5,0.333,0,17,2.0
53.333,53.667,79,G5,0.333,0,17,2.333
53.667,54.0,83,B5,0.333,0,17,2.667
54.0,55.0,86,D6,1.0,0,18,0.0
55.0,56.0,88,E6,1.0,0,18,1.0
56.0,57.0,91,G6,1.0,0,18,2.0
57.0,58.667,93,A6,1.667,0,19,0.0
58.667,59.0,62,D4,0.333,0,19,1.667
59.0,59.25,64,E4,0.25,0,19,2.0
59.25,59.5,66,F#4,0.25,0,19,2.25
59.5,59.75,67,G4,0.25,0,19,2.5
59.75,60.0,69,A4,0.25,0,19,2.75
60.0,61.0,71,B4,1.0,0,20,0.0
61.0,61.333,71,B4,0.333,0,20,1.0
61.333,61.667,74,D5,0.333,0,20,1.333
61.667,62.0,76,E5,0.333,0,20,1.667
62.0,62.5,76,E5,0.5,0,20,2.0
62.5,63.0,74,D5,0.5,0,20,2.5
63.0,64.0,71,B4,1.0,0,21,0.0
64.0,64.333,67,G4,0.333,0,21,1.0
64.333,64.667,71,B4,0.333,0,21,1.333
64.667,65.0,67,G4,0.333,0,21,1.667
65.0,65.5,69,A4,0.5,0,21,2.0
65.5,66.0,67,G4,0.5,0,21,2.5
66.0,67.0,64,E4,1.0,0,22,0.0
67.0,67.333,62,D4,0.333,0,22,1.0
67.333,67.667,66,F#4,0.333,0,22,1.333
67.667,68.0,69,A4,0.333,0,22,1.667
68.0,69.0,74,D5,1.0,0,22,2.0
69.0,69.5,74,D5,0.5,0,23,0.0
69.5,70.0,72,C5,0.5,0,23,0.5
70.0,72.0,71,B4,2.0,0,23,1.0
72.0,72.5,71,B4,0.5,0,24,0.0
72.0,72.5,74,D5,0.5,0,24,0.0
72.5,73.0,70,A#4,0.5,0,24,0.5
72.5,73.0,76,E5,0.5,0,24,0.5
73.0,74.0,71,B4,1.0,0,24,1.0
73.0,74.0,74,D5,1.0,0,24,1.0
74.0,75.0,74,D5,1.0,0,24,2.0
74.0,75.0,83,B5,1.0,0,24,2.0
75.0,75.5,74,D5,0.5,0,25,0.0
75.0,75.5,83,B5,0.5,0,25,0.0
75.5,76.0,72,C5,0.5,0,25,0.5
75.5,76.0,81,A5,0.5,0,25,0.5
76.0,76.5,79,G5,0.5,0,25,1.0
76.0,76.5,71,B4,0.5,0,25,1.0
76.5,77.0,72,C5,0.5,0,25,1.5
76.5,77.0,76,E5,0.5,0,25,1.5
77.0,78.0,71,B4,1.0,0,25,2.0
77.0,78.0,74,D5,1.0,0,25,2.0
78.0,78.5,71,B4,0.5,0,26,0.0
78.0,78.5,79,G5,0.5,0,26,0.0
78.5,79.0,74,D5,0.5,0,26,0.5
78.5,79.0,81,A5,0.5,0,26,0.5
79.0,80.0,79,G5,1.0,0,26,1.0
79.0,80.0,83,B5,1.0,0,26,1.0
80.0,80.5,74,D5,0.5,0,26,2.0
80.0,80.5,86,D6,0.5,0,26,2.0
80.5,80.75,76,E5,0.25,0,26,2.5
80.5,80.75,79,G5,0.25,0,26,2.5
80.75,81.0,81,A5,0.25,0,26,2.75
80.75,81.0,78,F#5,0.25,0,26,2.75
81.0,81.5,79,G5,0.5,0,27,0.0
81.0,81.5,83,B5,0.5,0,27,0.0
81.5,81.75,79,G5,0.25,0,27,0.5
81.5,81.75,83,B5,0.25,0,27,0.5
81.75,82.0,78,F#5,0.25,0,27,0.75
81.75,82.0,81,A5,0.25,0,27,0.75
82.0,84.0,78,F#5,2.0,0,27,1.0
82.0,84.0,81,A5,2.0,0,27,1.0
84.0,84.5,83,B5,0.5,0,28,0.0
84.0,84.5,86,D6,0.5,0,28,0.0
84.5,85.0,83,B5,0.5,0,28,0.5
84.5,85.0,86,D6,0.5,0,28,0.5
85.0,85.5,83,B5,0.5,0,28,1.0
85.0,85.5,86,D6,0.5,0,28,1.0
85.5,85.75,83,B5,0.25,0,28,1.5
85.5,85.75,74,D5,0.25,0,28,1.5
85.75,86.0,86,D6,0.25,0,28,1.75
86.0,87.0,79,G5,1.0,0,28,2.0
86.0,87.0,83,B5,1.0,0,28,2.0
