note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
0,3.8615,4.370500000000001,0.0,0.5,D4,62,0.5,0,0.0
1,4.370500000000001,4.879500000000001,0.5,1.0,E4,64,0.5,0,0.5
2,4.879500000000001,5.7205,1.0,2.0,D4,62,1.0,0,1.0
3,5.7205,6.379500000000001,2.0,3.0,B4,71,1.0,0,2.0
4,6.65,7.120500000000001,3.0,3.5,B4,71,0.5,1,0.0
5,7.120500000000001,7.4591,3.5,4.0,A4,69,0.5,1,0.5
8,7.4591,7.9409,4.0,4.5,G4,67,0.5,1,1.0
9,7.95,8.4409,4.5,5.0,E4,64,0.5,1,1.5
10,8.4409,9.4909,5.0,6.0,D4,62,1.0,1,2.0
11,9.4909,9.9091,6.0,6.5,G4,67,0.5,2,0.0
12,9.9091,10.3205,6.5,7.0,A4,69,0.5,2,0.5
13,10.3205,11.109099999999998,7.0,8.0,B4,71,1.0,2,1.0
14,11.2091,11.7091,8.0,8.5,D5,74,0.5,2,2.0
15,11.7091,11.8795,8.5,8.75,G4,67,0.25,2,2.5
16,11.8795,12.05,8.75,9.0,A4,69,0.25,2,2.75
17,12.05,12.5091,9.0,9.5,B4,71,0.5,3,0.0
18,12.5091,12.6795,9.5,9.75,B4,71,0.25,3,0.5
19,12.5943,12.6795,9.75,10.0,A4,69,0.25,3,0.75
20,12.6795,14.479499999999998,10.0,12.0,A4,69,2.0,3,1.0
21,14.5705,14.970499999999998,12.0,12.5,D5,74,0.5,4,0.0
22,14.970499999999998,15.8705,12.5,13.0,D5,74,0.5,4,0.5
23,15.4205,15.870500000000003,13.0,13.5,D5,74,0.5,4,1.0
24,15.8705,16.05,13.5,13.75,B4,71,0.25,4,1.5
25,16.05,16.2705,13.75,14.0,D5,74,0.25,4,1.75
26,16.2705,17.25,14.0,15.0,B4,71,1.0,4,2.0
27,17.25,17.5409,15.0,15.5,B4,71,0.5,5,0.0
28,17.720499999999998,17.849999999999998,15.5,15.75,A4,69,0.25,5,0.5
29,17.849999999999998,18.0795,15.75,16.0,B4,71,0.25,5,0.75
30,18.0795,18.4909,16.0,16.5,A4,69,0.5,5,1.0
31,18.4909,18.9295,16.5,17.0,G4,67,0.5,5,1.5
32,18.9295,19.9409,17.0,18.0,E4,64,1.0,5,2.0
33,19.9409,20.4,18.0,18.5,D4,62,0.5,6,0.0
34,20.4,20.8795,18.5,19.0,E4,64,0.5,6,0.5
35,20.8795,21.7705,19.0,20.0,D4,62,1.0,6,1.0
36,21.8409,22.0,20.0,21.0,B4,71,1.0,6,2.0
