note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
0,3.59546,3.89546,0,1,D4,62,1,0,0
1,3.59546,3.89546,0,1,B4,71,1,0,0
2,3.59546,3.89546,0,1,G5,79,1,0,0
3,3.89546,4.34546,1,2.5,G5,79,1.5,0,1
4,5.070131429,5.26591,2.5,2.75,F#5,78,0.25,0,2.5
5,5.26591,5.425,2.75,3,G5,79,0.25,0,2.75
6,5.425,5.66591,3,3.25,F#5,78,0.25,0,3
7,5.545455,5.66591,3.25,3.5,G5,79,0.25,0,3.25
8,5.66591,5.74545,3.5,3.75,F#5,78,0.25,0,3.5
9,5.74545,5.89546,3.75,4,G5,79,0.25,0,3.75
10,5.89546,6.025,4,4,E5,76,0,1,0
11,6.00455,6.49545,4,5,D5,74,1,1,0
12,6.49545,7.26591,5,6.5,D5,74,1.5,1,1
13,7.26591,7.36591,6.5,6.75,C#5,73,0.25,1,2.5
14,7.36591,7.50455,6.75,7,D5,74,0.25,1,2.75
15,7.50455,7.625,7,7.25,C#5,73,0.25,1,3
16,7.625,7.81591,7.25,7.5,D5,74,0.25,1,3.25
17,7.720455,7.81591,7.5,7.75,C#5,73,0.25,1,3.5
18,7.81591,8.00455,7.75,8,D5,74,0.25,1,3.75
19,8.00455,8.2841,8,8.5,C5,72,0.5,2,0
20,8.2841,8.2955,8.5,9,B4,71,0.5,2,0.5
21,8.5591,9.3841,9,10.5,B4,71,1.5,2,1
22,9.3841,9.9045,10.5,11,D5,74,0.5,2,2.5
24,9.4841,9.6455,11,11,C5,72,0,2,3
25,9.6398,9.8955,11,11.5,D5,74,0.5,2,3
26,9.8955,9.9955,11.5,12,E5,76,0.5,2,3.5
27,10.175,10.4341,12,12.5,G4,67,0.5,3,0
28,10.4341,11.1159,12.5,13,F#4,66,0.5,3,0.5
29,10.73572857,11.33898571,13,14,F#4,66,1,3,1
31,12.5455,13.4455,16,18,A5,81,2,4,0
32,12.2841,14.7659,16,17,D4,62,1,4,0
33,12.2341,13.3045,16,17,A4,69,1,4,0
35,13.52388824,13.6045,18,18.25,A5,81,0.25,4,2
36,13.6045,13.7045,18.25,18.5,G5,79,0.25,4,2.25
37,13.7045,13.825,18.5,18.75,F#5,78,0.25,4,2.5
38,13.825,13.9455,18.75,19,G5,79,0.25,4,2.75
39,13.9545,14.0841,19,19.25,A5,81,0.25,4,3
40,14.0841,14.2159,19.25,19.5,B5,83,0.25,4,3.25
41,14.2159,14.3159,19.5,19.75,A5,81,0.25,4,3.5
42,14.3159,14.4455,19.75,20,B5,83,0.25,4,3.75
43,14.4455,14.8545,20,20.75,C6,84,0.75,5,0
44,14.8545,14.9841,20.75,21,A5,81,0.25,5,0.75
