note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
0,4.829750567,5.572789116,0.0,1.5,Eb4,63,1.5,0,0.0
1,5.572789116,6.060408163,1.5,2.0,Eb4,63,0.5,0,1.5
2,6.060408163,6.85909,2.0,3.0,F4,65,1.0,0,2.0
3,6.92045,7.8,3.0,4.0,Ab4,68,1.0,0,3.0
4,7.8,8.65909,4.0,5.0,Bb4,70,1.0,1,0.0
5,8.65909,9.0091,5.0,5.5,Ab4,68,0.5,1,1.0
6,9.0591,9.5091,5.5,6.0,Bb4,70,0.5,1,1.5
7,9.5205,9.5205,6.0,8.0,C5,72,2.0,1,2.0
8,11.4705,11.7591,8.0,9.5,Eb5,75,1.5,2,0.0
9,12.8795,13.6705,9.5,10.0,C5,72,0.5,2,1.5
10,13.2795,13.6795,10.0,10.5,C5,72,0.5,2,2.0
11,13.6795,14.1,10.5,11.0,Bb4,70,0.5,2,2.5
12,14.1,14.9091,11.0,12.0,Ab4,68,1.0,2,3.0
13,14.9091,17.9205,12.0,16.0,Bb4,70,4.0,3,0.0
14,18.0705,19.5205,16.0,17.5,C5,72,1.5,4,0.0
15,18.8205,19.4909,16.0,18.0,Ab4,68,2.0,4,0.0
16,19.4909,20.0205,17.5,18.0,Eb5,75,0.5,4,1.5
17,19.66743333,20.0205,18.0,19.0,Eb5,75,1.0,4,2.0
18,20.0205,20.85,18.0,20.0,Gb4,66,2.0,4,2.0
19,20.8409,20.85,19.0,19.5,C5,72,0.5,4,3.0
20,21.2705,21.65,19.5,20.0,Eb5,75,0.5,4,3.5
21,21.7705,23.0591,20.0,21.5,Ab4,68,1.5,5,0.0
22,21.9591,23.45,20.0,22.0,F4,65,2.0,5,0.0
23,23.0295,23.45,21.5,22.0,Bb4,70,0.5,5,1.5
24,23.1136,23.45,22.0,24.0,Bb4,70,2.0,5,2.0
25,23.45,24.7795,22.0,24.0,Fb4,64,2.0,5,2.0
26,25.6795,26.8205,24.0,25.5,Eb4,63,1.5,6,0.0
27,26.8705,27.6205,25.5,26.0,C5,72,0.5,6,1.5
28,27.6205,27.9795,26.0,27.0,C5,72,1.0,6,2.0
29,28.6295,29.0591,27.0,28.0,Bb4,70,1.0,6,3.0
30,29.0705,30.6591,28.0,29.5,Ab4,68,1.5,7,0.0
31,31.567625,32.4,29.5,30.0,Ab4,68,0.5,7,1.5
32,32.4,32.9591,32.0,33.5,Bb5,82,1.5,8,0.0
33,33.5409,34.35,33.5,34.0,C6,84,0.5,8,1.5
34,34.35,34.5295,34.0,35.0,C6,84,1.0,8,2.0
35,34.8,35.2205,35.0,35.5,Bb5,82,0.5,8,3.0
36,35.2205,35.6091,35.5,36.0,Ab5,80,0.5,8,3.5
37,35.6295,36.4409,36.0,37.0,F5,77,1.0,9,0.0
38,36.4409,36.85,37.0,37.5,Eb5,75,0.5,9,1.0
39,36.85,37.35,37.5,38.0,F5,77,0.5,9,1.5
40,37.4409,38.8591,38.0,40.0,Ab5,80,2.0,9,2.0
41,39.1795,39.8091,40.0,40.5,F4,65,0.5,10,0.0
41,39.35,39.7705,40.0,40.5,Db4,61,0.5,10,0.0
42,39.475,39.7705,40.0,40.5,F4,65,0.5,10,0.0
43,39.7705,40.1795,40.5,41.5,Db4,61,1.0,10,0.5
44,39.8091,40.6205,40.5,41.5,F4,65,1.0,10,0.5
45,40.3167,40.5705,41.5,42.0,Eb4,63,0.5,10,1.5
46,40.5705,41.05,41.5,42.0,Ab4,68,0.5,10,1.5
47,41.0409,41.3205,42.0,43.0,D4,62,1.0,10,2.0
48,41.0,41.9705,42.0,43.0,Bb4,70,1.0,10,2.0
49,41.95,42.8591,43.0,44.0,F4,65,1.0,10,3.0
50,41.9591,42.7909,43.0,44.0,C5,72,1.0,10,3.0
51,42.8205,45.0205,44.0,46.0,Eb5,75,2.0,11,0.0
52,42.8795,43.3409,44.0,48.0,G4,67,4.0,11,0.0
53,44.74616667,44.9795,46.0,46.5,Eb5,75,0.5,11,2.0
54,44.9795,45.25,46.5,47.5,F5,77,1.0,11,2.5
55,45.9705,46.5,47.5,48.0,Eb5,75,0.5,11,3.5
56,46.147,46.5,48.0,49.0,Eb5,75,1.0,12,0.0
57,46.5,47.0909,48.0,48.5,C5,72,0.5,12,0.0
58,47.0409,47.35,48.5,49.0,Bb4,70,0.5,12,0.5
59,47.35,48.25,49.0,50.0,Eb5,75,1.0,12,1.0
60,47.4591,47.95,49.0,49.5,Ab4,68,0.5,12,1.0
61,47.8591,48.25,49.5,50.0,G4,67,0.5,12,1.5
62,48.25,49.25,50.0,51.0,F5,77,1.0,12,2.0
63,48.2909,49.2795,50.0,52.0,Gb4,66,2.0,12,2.0
64,49.2205,49.55,51.0,51.5,Eb5,75,0.5,12,3.0
65,49.6409,50.0909,51.5,52.0,C5,72,0.5,12,3.5
66,50.45,51.0409,52.0,53.0,C5,72,1.0,13,0.0
67,50.1205,50.9705,52.0,54.0,F4,65,2.0,13,0.0
68,51.0591,51.0591,53.0,53.5,Bb4,70,0.5,13,1.0
69,51.5205,51.5205,53.5,54.0,Ab4,68,0.5,13,1.5
70,51.9591,53.7591,54.0,56.0,F4,65,2.0,13,2.0
72,53.7409,54.9,56.0,57.5,Eb4,63,1.5,14,0.0
73,55.15,55.4295,57.5,58.0,C5,72,0.5,14,1.5
74,55.5735,56.4205,58.0,59.0,C5,72,1.0,14,2.0
75,56.4205,57.25,59.0,60.0,Bb4,70,1.0,14,3.0
76,57.25,59.7,60.0,64.0,Ab4,68,4.0,15,0.0
77,60.2795,62.0205,64.0,65.5,Eb4,63,1.5,16,0.0
78,61.58525,62.0205,65.5,66.0,Eb4,63,0.5,16,1.5
79,62.0205,62.7795,66.0,67.0,F4,65,1.0,16,2.0
80,62.9091,63.7591,67.0,68.0,Ab4,68,1.0,16,3.0
81,63.7591,64.4705,68.0,68.75,Bb4,70,0.75,17,0.0
82,64.4705,64.5795,68.75,68.875,C5,72,0.125,17,0.75
83,64.5795,64.6909,68.875,69.0,Bb4,70,0.125,17,0.875
84,64.6909,65.0909,69.0,69.5,Ab4,68,0.5,17,1.0
85,65.0909,65.0909,69.5,70.0,Bb4,70,0.5,17,1.5
86,65.5795,66.1795,70.0,70.75,C5,72,0.75,17,2.0
87,66.2295,66.5,70.75,71.0,F5,77,0.25,17,2.75
88,66.5,66.7295,71.0,71.25,Eb5,75,0.25,17,3.0
89,66.7295,66.8909,71.25,71.5,C5,72,0.25,17,3.25
90,66.8909,67.0409,71.5,71.75,Eb5,75,0.25,17,3.5
