note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
0,1.2317999999999998,1.56135,-0.25,0.0,D4,62,0.25,-1,3.75
1,1.56135,2.55,0.0,0.75,D4,62,0.75,0,0.0
2,1.56135,2.55,0.0,0.75,D4,62,0.75,0,0.0
3,2.55,2.87955,0.75,1.0,E4,64,0.25,0,0.75
5,2.85909,3.1,1.0,1.25,F4,65,0.25,0,1.0
6,3.1,3.37955,1.25,1.5,G4,67,0.25,0,1.25
7,3.37955,3.65909,1.5,1.75,A4,69,0.25,0,1.5
8,3.65909,3.99091,1.75,2.0,Bb4,70,0.25,0,1.75
9,3.99091,4.29091,2.0,2.25,C#4,61,0.25,0,2.0
10,4.29091,4.57045,2.25,2.5,Bb4,70,0.25,0,2.25
11,4.57045,4.8,2.5,2.75,A4,69,0.25,0,2.5
12,4.8,5.07955,2.75,3.0,G4,67,0.25,0,2.75
13,5.07955,5.949999999999999,3.0,3.75,E5,76,0.75,0,3.0
14,6.059089999999999,6.37045,3.75,4.0,G4,67,0.25,0,3.75
15,6.37045,6.65,4.0,4.25,F4,65,0.25,1,0.0
16,6.690910000000001,6.909090000000001,4.25,4.5,C#4,61,0.25,1,0.25
17,6.909090000000001,7.159090000000001,4.5,4.75,D4,62,0.25,1,0.5
18,7.25,7.550000000000001,4.75,5.0,A3,57,0.25,1,0.75
19,7.550000000000001,7.8705,5.0,5.25,Bb3,58,0.25,1,1.0
20,7.8705,8.1409,5.25,5.5,D4,62,0.25,1,1.25
21,8.1409,8.3705,5.5,5.75,F4,65,0.25,1,1.5
22,8.3705,8.6909,5.75,6.0,G4,67,0.25,1,1.75
23,8.75,9.0591,6.0,6.25,C#4,61,0.25,1,2.0
24,9.0591,9.3705,6.25,6.5,A3,57,0.25,1,2.25
25,9.3705,9.55,6.5,6.75,C#4,61,0.25,1,2.5
26,9.55,9.8295,6.75,7.0,E4,64,0.25,1,2.75
27,9.8295,10.0795,7.0,7.166666667,A4,69,0.166666667,1,3.0
28,10.0795,10.2409,7.166666667,7.333333333,G4,67,0.166666667,1,3.166666667
29,10.2409,10.4091,7.333333333,7.5,F4,65,0.166666667,1,3.333333333
30,10.4295,10.6,7.5,7.666666667,G4,67,0.166666667,1,3.5
31,10.6,10.75,7.666666667,7.833333333,F4,65,0.166666667,1,3.666666667
32,10.75,10.9909,7.833333333,8.0,E4,64,0.166666667,1,3.833333333
33,11.0,11.3,8.0,8.25,F4,65,0.25,2,0.0
34,11.3,11.5091,8.25,8.5,D4,62,0.25,2,0.25
35,11.5091,11.7795,8.5,8.75,F4,65,0.25,2,0.5
36,11.8,12.1,8.75,9.0,A4,69,0.25,2,0.75
37,12.1,12.3091,9.0,9.166666667,Bb4,70,0.166666667,2,1.0
38,12.3091,12.4591,9.166666667,9.333333333,A4,69,0.166666667,2,1.166666667
39,12.4591,12.6795,9.333333333,9.5,G4,67,0.166666667,2,1.333333333
40,12.6795,12.8,9.5,9.666666667,A4,69,0.166666667,2,1.5
41,12.8705,13.0091,9.666666667,9.833333333,G4,67,0.166666667,2,1.666666667
42,13.0091,13.2,9.833333333,10.0,F4,65,0.166666667,2,1.833333333
43,13.2,13.4909,10.0,10.25,E4,64,0.25,2,2.0
44,13.48525,13.770499999999998,10.25,10.5,G4,67,0.25,2,2.25
45,13.770499999999998,14.0409,10.5,10.75,Bb4,70,0.25,2,2.5
46,14.0409,14.3295,10.75,11.0,D5,74,0.25,2,2.75
47,14.3295,14.5409,11.0,11.16666667,C5,72,0.166666667,2,3.0
48,14.5409,14.6795,11.16666667,11.33333333,Bb4,70,0.166666667,2,3.166666667
49,14.6795,14.9205,11.33333333,11.5,A4,69,0.166666667,2,3.333333333
50,14.9205,15.020499999999998,11.5,11.66666667,Bb4,70,0.166666667,2,3.5
51,15.020499999999998,15.2205,11.66666667,11.83333333,A4,69,0.166666667,2,3.666666667
52,15.2205,15.4705,11.83333333,12.0,G4,67,0.166666667,2,3.833333333
53,15.4705,15.8295,12.0,12.25,A4,69,0.25,3,0.0
54,15.8295,16.1,12.25,12.5,F4,65,0.25,3,0.25
55,16.1,16.3591,12.5,12.75,A4,69,0.25,3,0.5
