note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
0,4.9,4.909090000000001,2.0,3.5,B5,83,1.5,0,2.0
1,5.387500000000001,5.550000000000001,3.5,4.0,B5,83,0.5,0,3.5
2,5.550000000000001,5.550000000000001,4.0,6.0,B5,83,2.0,1,0.0
3,6.440900000000001,6.6591000000000005,6.0,7.0,G5,79,1.0,1,2.0
4,6.7591,7.820500000000001,7.0,8.0,E6,88,1.0,1,3.0
5,7.1129,7.820500000000001,8.0,10.0,E6,88,2.0,2,0.0
6,7.820500000000001,8.0909,10.0,11.0,B5,83,1.0,2,2.0
7,8.2205,8.7409,11.0,12.0,G6,91,1.0,2,3.0
8,8.570500000000001,8.9205,12.0,13.0,F#6,90,1.0,3,0.0
9,8.9205,9.2705,13.0,14.0,E6,88,1.0,3,1.0
10,9.2705,9.5409,14.0,15.0,C6,84,1.0,3,2.0
11,9.5795,9.8909,15.0,16.0,E6,88,1.0,3,3.0
12,9.95,10.2705,16.0,19.0,B5,83,3.0,4,0.0
13,10.977875,11.3205,19.0,20.0,B5,83,1.0,4,3.0
14,11.3205,11.7,20.0,21.0,C6,84,1.0,5,0.0
15,11.7,11.8295,21.0,21.5,B5,83,0.5,5,1.0
16,11.8295,12.3409,21.5,22.0,A5,81,0.5,5,1.5
17,11.99996667,12.3409,22.0,23.0,A5,81,1.0,5,2.0
18,12.3409,12.65,23.0,24.0,A5,81,1.0,5,3.0
19,12.7,13.7795,24.0,27.0,E6,88,3.0,6,0.0
20,13.8205,14.1,27.0,28.0,B5,83,1.0,6,3.0
21,14.1591,14.1591,28.0,29.0,C6,84,1.0,7,0.0
22,14.5705,14.65,29.0,29.5,B5,83,0.5,7,1.0
23,14.65,15.500000000000002,29.5,30.0,A5,81,0.5,7,1.5
24,14.820000000000002,15.160000000000002,30.0,31.0,A5,81,1.0,7,2.0
25,15.160000000000002,15.500000000000002,31.0,32.0,A5,81,1.0,7,3.0
26,15.500000000000002,16.2205,32.0,34.0,D#6,87,2.0,8,0.0
27,16.254550000000002,16.820462499999998,34.0,35.5,B5,83,1.5,8,2.0
28,16.820462499999998,17.009100000000004,35.5,36.0,B5,83,0.5,8,3.5
29,17.009100000000004,17.6205,36.0,38.0,B5,83,2.0,9,0.0
30,17.6205,17.8091,38.0,39.0,G5,79,1.0,9,2.0
31,17.820500000000003,17.909100000000002,39.0,40.0,G#5,80,1.0,9,3.0
32,17.9591,18.9795,40.0,42.0,E6,88,2.0,10,0.0
33,18.9795,19.1409,42.0,43.0,B5,83,1.0,10,2.0
34,19.6409,19.8591,43.0,44.0,G6,91,1.0,10,3.0
35,19.8307,20.0205,44.0,45.0,F#6,90,1.0,11,0.0
36,20.0205,20.329500000000003,45.0,46.0,E6,88,1.0,11,1.0
37,20.3409,20.65,46.0,47.0,C6,84,1.0,11,2.0
38,20.65,20.9795,47.0,48.0,E6,88,1.0,11,3.0
39,20.9795,22.009100000000004,48.0,51.0,B5,83,3.0,12,0.0
40,22.05,22.25,51.0,51.5,G5,79,0.5,12,3.0
41,22.25,22.4,51.5,52.0,A5,81,0.5,12,3.5
42,22.4,23.0,52.0,53.0,B5,83,1.0,13,0.0
43,22.700000000000003,22.85,53.0,53.5,B5,83,0.5,13,1.0
44,22.85,23.0,53.5,54.0,B5,83,0.5,13,1.5
45,23.0,23.1591,54.0,54.5,D6,86,0.5,13,2.0
46,23.1591,23.4591,54.5,55.0,C6,84,0.5,13,2.5
47,23.4591,23.579500000000003,55.0,55.5,B5,83,0.5,13,3.0
48,23.579500000000003,23.6205,55.5,56.0,B5,83,0.5,13,3.5
49,23.6205,23.7795,56.0,56.5,E6,88,0.5,14,0.0
50,23.820500000000003,23.9591,56.5,57.0,C6,84,0.5,14,0.5
51,23.9591,24.1,57.0,57.5,B5,83,0.5,14,1.0
52,24.1,24.6295,57.5,58.0,A5,81,0.5,14,1.5
53,24.2765,24.6295,58.0,59.0,A5,81,1.0,14,2.0
54,24.6295,24.8909,59.0,60.0,A5,81,1.0,14,3.0
55,24.9795,25.2909,60.0,61.0,F#5,78,1.0,15,0.0
56,25.2909,25.6295,61.0,62.0,G5,79,1.0,15,1.0
57,25.6295,25.9205,62.0,63.0,A5,81,1.0,15,2.0
58,25.9205,25.9295,63.0,64.0,B5,83,1.0,15,3.0
59,26.6091,26.9705,64.0,66.0,B5,83,2.0,16,0.0
60,26.9705,27.4591,66.0,67.0,G5,79,1.0,16,2.0
61,27.4591,27.5,67.0,67.5,G5,79,0.5,16,3.0
62,27.5,27.6795,67.5,68.0,A5,81,0.5,16,3.5
63,27.6795,27.9591,68.0,69.0,B5,83,1.0,17,0.0
64,27.9705,28.2705,69.0,69.5,B5,83,0.5,17,1.0
65,28.1205,28.2705,69.5,70.0,B5,83,0.5,17,1.5
66,28.2705,28.4409,70.0,70.5,D6,86,0.5,17,2.0
67,28.4409,28.4409,70.5,71.0,C6,84,0.5,17,2.5
68,28.59545,28.75,71.0,71.5,C6,84,0.5,17,3.0
69,28.75,28.8705,71.5,72.0,B5,83,0.5,17,3.5
70,28.909099999999995,29.1,72.0,72.5,E6,88,0.5,18,0.0
71,29.1,29.3,72.5,73.0,C6,84,0.5,18,0.5
72,29.3,29.3591,73.0,73.5,B5,83,0.5,18,1.0
73,29.3591,30.2205,73.5,74.0,A5,81,0.5,18,1.5
74,29.53138,29.87594,74.0,75.0,A5,81,1.0,18,2.0
75,29.87594,30.2205,75.0,76.0,A5,81,1.0,18,3.0
76,30.2205,30.5409,76.0,77.0,G#5,80,1.0,19,0.0
77,30.5909,30.5909,77.0,78.0,B5,83,1.0,19,1.0
78,30.9295,32.3,78.0,79.0,E6,88,1.0,19,2.0
79,31.272125,31.61475,79.0,80.0,E6,88,1.0,19,3.0
80,31.61475,32.3,80.0,82.0,E6,88,2.0,20,0.0
81,32.3,32.9295,82.0,83.0,A5,81,1.0,20,2.0
82,32.63525,32.9705,83.0,84.0,A5,81,1.0,20,3.0
83,32.9705,33.3091,84.0,85.0,C6,84,1.0,21,0.0
84,33.35,33.6295,85.0,86.0,E6,88,1.0,21,1.0
85,33.6295,34.3409,86.0,87.0,A6,93,1.0,21,2.0
86,33.9852,34.3409,87.0,88.0,A6,93,1.0,21,3.0
87,34.3409,35.0909,88.0,90.0,A6,93,2.0,22,0.0
88,35.0057,35.5043,90.0,91.5,B5,83,1.5,22,2.0
89,35.5043,35.6705,91.5,92.0,B5,83,0.5,22,3.5
90,35.6705,36.5409,92.0,94.33333333,B5,83,2.333333333,23,0.0
91,36.4838125,36.6,94.33333333,94.66666667,F#5,78,0.333333333,23,2.333333333
92,36.6,36.7295,94.66666667,95.0,G5,79,0.333333333,23,2.666666667
93,36.7295,36.8295,95.0,95.33333333,A5,81,0.333333333,23,3.0
94,36.8295,36.8705,95.33333333,95.66666667,G5,79,0.333333333,23,3.333333333
95,36.8705,37.0205,95.66666667,96.0,F#5,78,0.333333333,23,3.666666667
96,37.05,37.0909,96.0,96.33333333,G5,79,0.333333333,24,0.0
97,37.1591,37.2795,96.33333333,96.66666667,D#5,75,0.333333333,24,0.333333333
98,37.2795,37.35,96.66666667,97.0,E5,76,0.333333333,24,0.666666667
99,37.35,37.4295,97.0,97.33333333,F#5,78,0.333333333,24,1.0
100,37.4295,37.5091,97.33333333,97.66666667,E5,76,0.333333333,24,1.333333333
101,37.5091,37.6591,97.66666667,98.0,D#5,75,0.333333333,24,1.666666667
102,37.6591,37.7409,98.0,98.33333333,Eb5,75,0.333333333,24,2.0
103,37.7693,37.8795,98.33333333,98.66666667,A#4,70,0.333333333,24,2.333333333
104,37.8795,38.0,98.66666667,99.0,B4,71,0.333333333,24,2.666666667
105,38.0,38.1295,99.0,99.33333333,C5,72,0.333333333,24,3.0
106,38.15,38.1795,99.33333333,99.66666667,B4,71,0.333333333,24,3.333333333
107,38.1795,38.2591,99.66666667,100.0,A#4,70,0.333333333,24,3.666666667
108,38.3193,38.4591,100.0,100.3333333,B4,71,0.333333333,25,0.0
109,38.4591,38.5205,100.3333333,100.6666667,F#4,66,0.333333333,25,0.333333333
110,38.5205,38.6705,100.6666667,101.0,G4,67,0.333333333,25,0.666666667
111,38.6705,38.7795,101.0,101.3333333,A4,69,0.333333333,25,1.0
112,38.7795,38.8409,101.3333333,101.6666667,G4,67,0.333333333,25,1.333333333
113,38.8409,38.9409,101.6666667,102.0,F#4,66,0.333333333,25,1.666666667
114,38.96454,39.15,102.0,102.5,G4,67,0.5,25,2.0
115,39.15,39.3,102.5,103.0,E4,64,0.5,25,2.5
116,39.3,39.3091,103.0,103.5,G4,67,0.5,25,3.0
117,39.4591,39.6409,103.5,104.0,B4,71,0.5,25,3.5
118,39.6409,39.7909,104.0,104.5,E5,76,0.5,26,0.0
119,39.7909,39.9795,104.5,105.0,E5,76,0.5,26,0.5
120,39.9909,40.1295,105.0,105.5,G5,79,0.5,26,1.0
121,40.1295,40.3409,105.5,106.0,B5,83,0.5,26,1.5
122,40.3409,40.9091,106.0,107.5,E6,88,1.5,26,2.0
123,40.9091,41.1,107.5,108.0,E6,88,0.5,26,3.5
124,41.1,41.95,108.0,110.3333333,E6,88,2.333333333,27,0.0
125,41.9795,42.05,110.3333333,110.6666667,B5,83,0.333333333,27,2.333333333
126,42.05,42.1795,110.6666667,111.0,C6,84,0.333333333,27,2.666666667
127,42.1795,42.3,111.0,111.3333333,D6,86,0.333333333,27,3.0
128,42.3,42.3705,111.3333333,111.6666667,C6,84,0.333333333,27,3.333333333
129,42.3705,42.45,111.6666667,112.0,B5,83,0.333333333,27,3.666666667
130,42.45,42.6,112.0,112.3333333,C6,84,0.333333333,28,0.0
131,42.525,42.6,112.3333333,112.6666667,G#5,80,0.333333333,28,0.333333333
132,42.6,42.8409,112.6666667,113.0,A5,81,0.333333333,28,0.666666667
133,42.8409,42.95,113.0,113.3333333,B5,83,0.333333333,28,1.0
134,42.95,42.9909,113.3333333,113.6666667,A5,81,0.333333333,28,1.333333333
135,42.9909,43.1091,113.6666667,114.0,G#5,80,0.333333333,28,1.666666667
136,43.1352,43.2795,114.0,114.3333333,A5,81,0.333333333,28,2.0
137,43.2795,43.3705,114.3333333,114.6666667,D#5,75,0.333333333,28,2.333333333
138,43.3705,43.4795,114.6666667,115.0,E5,76,0.333333333,28,2.666666667
139,43.4795,43.5705,115.0,115.3333333,F5,77,0.333333333,28,3.0
140,43.5705,43.6409,115.3333333,115.6666667,E5,76,0.333333333,28,3.333333333
141,43.6409,43.8909,115.6666667,116.0,D#5,75,0.333333333,28,3.666666667
142,43.7909,43.9409,116.0,116.3333333,E5,76,0.333333333,29,0.0
143,43.9409,44.05,116.3333333,116.6666667,B4,71,0.333333333,29,0.333333333
144,44.05,44.1591,116.6666667,117.0,C5,72,0.333333333,29,0.666666667
145,44.1591,44.2591,117.0,117.3333333,C#5,73,0.333333333,29,1.0
146,44.2591,44.3,117.3333333,117.6666667,C5,72,0.333333333,29,1.333333333
147,44.3,44.4409,117.6666667,118.0,B4,71,0.333333333,29,1.666666667
148,44.4409,44.65,118.0,118.5,C5,72,0.5,29,2.0
149,44.65,44.8295,118.5,119.0,A4,69,0.5,29,2.5
150,44.8295,44.9909,119.0,119.5,C5,72,0.5,29,3.0
151,44.9909,45.1795,119.5,120.0,E5,76,0.5,29,3.5
152,45.2,45.5409,120.0,120.5,A5,81,0.5,30,0.0
153,45.37045,45.5409,120.5,121.0,A5,81,0.5,30,0.5
154,45.5409,45.7,121.0,121.5,C6,84,0.5,30,1.0
155,45.7295,45.8909,121.5,122.0,E6,88,0.5,30,1.5
156,45.9295,46.1591,122.0,123.5,A6,93,1.5,30,2.0
157,46.5705,46.7795,123.5,124.0,A6,93,0.5,30,3.5
158,46.7795,47.0909,124.0,125.0,A6,93,1.0,31,0.0
159,47.1591,47.3,125.0,125.3333333,C#6,85,0.333333333,31,1.0
160,47.3,47.4205,125.3333333,125.6666667,C6,84,0.333333333,31,1.333333333
161,47.4705,47.5091,125.6666667,126.0,A5,81,0.333333333,31,1.666666667
162,47.5091,47.6909,126.0,126.3333333,G5,79,0.333333333,31,2.0
163,47.6909,47.8,126.3333333,126.6666667,E5,76,0.333333333,31,2.333333333
164,47.8,47.9,126.6666667,127.0,F#5,78,0.333333333,31,2.666666667
